question,answers,num_answers
"Good point. I am not sure about that. Let me inquire about that. If not, then we can look for an Airbnb closeby. Does that work?","['Yeah, I think so. It might be a tough decision though, if we want to have a nice dinner then we have to leave the parks early to start cooking. Another option is to have dinner at a restaurant.', 'but I would think everything is closed on christmas eve', ""Thats true. Hotels with restaurants sometimes offer dinners for christmas and new year's eve. We should call and ask about it.""]",3
I was thinking on getting a large set of standard legos. What will you get for yours?,"['Likewise. My son is crazy about legos.', ""hopefully they don't lose any in the trip. Its going to be hard to explain to them how santa managed to find us in the hotel!"", 'Hi!']",3
Hi! How's your day going?,"[""I'm doing well. having many meetings today ð\x9f\x99\x82"", 'Haha, nice']",2
Cool! Planning to spend a couple days at Tahoe What kind of board games do you like?,"[""we've been doing Games of Thrones lately. the game takes a very long time to finish though!""]",1
"haha, nope I don't watch it, but my roommate is super into it what other TV shows do you like?",['I love Survivor ð\x9f\x99\x82'],1
what about you?,"['nice! I mostly like comedy shows like The Good Place and Modern Family', ""cool, I'll check them out!"", 'Hi!', 'Hello']",4
Good so far. How's yours?,['Ehhh so-so. My moped broke down on the way to work this morning and I am in the shop getting it fixed...'],1
Oh! That's bad! How long will it take to get it fixed?,"[""The mechanic is trying to figure that out now. Apparently I wasn't supposed to be using diesel lol."", ""Haha! Hope it doesn't take too long. Let me know if you are able to make it for lunch.""]",2
"Okay sounds good. Would you be able to pick me up by the way, if they don't finish up here in time? Did you drive to work today?","['Oh, I have a packed schedule today at work. I will find time in about an hour. Let me know if that works.']",1
That should be fine I think. Did you catch the Warriors game last night btw?,"[""no, i was busy catching up with a friend. I heard they played really well. Rooting for them this season ð\x9f\x99\x82 Ahh, they lost again ð\x9f\x98\x9e Things aren't going to be too good until Steph gets better! Oh! I think they will find a way. The team still looks too strong to me."", 'Haha I appreciate your faith, but their record thus far is hard to refute!', 'hehe, i am true fan! Well anyways let me know how the repair work goes. I need to run now for a meeting. ttyl', 'Hi', 'Hello!']",5
any improvements in your marathon time?,"['No, only a few minutes. I still find it difficult to run long races']",1
I see. Are you planning to do any sporting events in the coming months?,"['I think a triathalon would be cool', ""I like doing Spartan race. It's an obstacle race which is challenging but not overtly so like marathons and triathlons""]",2
"I haven't heard of a Spartan race before, what does it involve?","['It has abt 20 obstacles like crossing high walls, monkey bars, etc. Its fun', 'oh wow a full obstable course. that does sound fun! I like the variety']",2
hmm that sounds very soon. would there be enough time to train? I think I would like to try one later in the year,"[""1-2 months is a good amount of time, if you workout regularly. It's a lot about the technique, which we can practice in training sessions."", ""ok, sign me up. it's more fun to do it with friends"", 'Awesome! There is a training ground in San Jose. Will coordinate with you next time we go for practice.', 'Sounds good!', 'Hi!']",5
"Hey, how are you doing?","[""I'm great, thanks. I'm getting ready for a skydiving lesson.""]",1
"ooh, nice. That sounds adventurous. Where is it?","['Right near my home town: Seville, Spain.']",1
Yes. I'm feeling a little trepidatious. Have you done it before?,"['Nope, never! I know a couple of friends who have. They mentioned its absolutely terrifying. Good luck!']",1
"White water rafting, definitely! As for skiing, that depends on how fast you go. Do you ski a lot?","['nope, whenever I went fast I fell badly', 'I tried skiing once, and by the end of the beginner class I was able to make it down a baby-sized slope. I was very proud of myself.', ""Yeah, they make you do that. I also tried going down the baby slope, but my stopping wasn't perfect, and I mostly fell at the end"", ""Hey, so long as you get to the bottom, it's all good!"", 'Hi!']",5
I was not able to attend the lectures last week. Can you help me understand some concepts?,"[""well, I'm not sure I'm the best for the job, but I can try!""]",1
"No problem! Sure. We still have plenty of time for the test. Anyways, how's your preparation going?","[""not feeling too sure about it tbh. I've been super busy so I haven't study much ð\x9f\x98\x9e. I might join some of the study sessions later"", 'Same feeling here! But i think the syllabus may not that tough. You may be able to cover it up over the weekend.', ""not my ideal idea of a weekend, but I guess it'll have to be like that."", 'True! This will be a very hectic November! I do like the course content though. Its very much up to date with latest research findings.', 'yeah, our professor really goes out of their way to make the class interesting, glad I managed to get in it.', 'Thats pretty cool! I hope you do well next week.', 'thank you, bye!', 'Hi!', 'Hello!']",9
How was your party last week?,['It was really fun! We are a bunch of turkey'],1
haha... you ate Turkeys' or you like calling your bunch Turkey?,"['*ate ð\x9f\x98\x82', 'Haha... thought so! But it was funny eitherways', 'So much turkey leftovers']",3
"did you cook it at home, or got it from outside?","['We cooked it at a friends house. I brought the mashed potatos haha', 'Nice... I always find it hard to fit the turkey in my small oven. Also, we are not big turkey fans... so we roll with Thanksgiving with chicken ð\x9f\x98\x89', 'chicken also sounds good']",3
We played pictionary. I never played before but it was a bunch of fun. what did you play?,"['Pictionary is fun! We played office tennis. In that we take paper balls and using writing pads as rackets, two players have to work together to put the ball in a bucket kept at a distance. It was a lot of fun.', 'that sounds very challenging', 'Hi!', 'hello']",4
how is the youtube video creation going?,"['going pretty good, I was about to finish composing my second song and post it on youtube/soundcloud etc']",1
Whoa! Looking forward to listening to it. What softewares you use for it?,"['I used logic pro x, pretty handy stuff as you can write code to generate guitar strumming pattern']",1
oh cool! What sort of music do you compose?,"['I got most inspired by Jazz and electro swings, but am trying to get more into jpop recently as one of my band member likes anime', 'Nice.... you are a rockstar! ð\x9f\x98\x89']",2
"haha thanks, do you plan any instruments?","['Yeah.... I play bit of guitar. Just got my first monitor this week', ""nice I'm tyring to learn guitar recently also, it's so hard to play f chord"", ""yes, the bar chords are the worst. It took me several months to play them well. I still can't play them for a long time though"", 'right, but bar chords are so versatile, almost like cheating as in you can play anything with the same gesture', ""That's true. It's like the alphabets in a language. Once you know them, you can pretty much write word"", 'will spend more time work on my bar chord!', 'Hi!']",7
Hey! Howâs your day going?,['Bruhhhhhh!!!!!'],1
What??,['I was screaming in agony upon recounting my day.'],1
Oh no! Whatâs happened?,"[""A project I've been working on for some months got shelved. So I'm a mix of helpless, sad, and angry."", 'Ah that sucks. At least itâ\x80\x99s not personal. Not that it helps right now, but that does happen all the time']",2
Lol. Would you say that to someone who lost a loved one - or some similar circumstance?,"['Well, no, of course not! Let me stick with â\x80\x9cAh that sucksâ\x80\x9d by itself, then.']",1
No worries. Was pulling your leg. I forgot to ask how your day was going?,"['Haha, apart from having my leg pulled mercilessly, itâ\x80\x99s going great ;). My main problem today is deciding what to have for lunch.']",1
"Oh I hear a lot about keto. Iâm trying to watch my weight, would you recommend it?",['Hi!'],1
"I normally don't reflect back too much on things, but i guess 2019 have been very favorable for me in terms of time spent with family and friends and work life balance. Why do you ask?",['I just released a book on <REDACTED_TERM> to help people process the past 12 months and start the new year with a fresh outlook ð\x9f\x99\x82'],1
Great! Good idea to help people figuring out their new year resolutions ð So how do i get a fresher outlook? ð,"['Well, in my book, I took inspiration for the 24 days of Advent, and put together a workbook that you fill out each day for 24 days. It goes through accomplishments, passions, understanding, forgiveness, with each day a different theme.']",1
Wow! Sounds amazing if we practice that! I think the idea does have some potential. How did you come up with this idea?,"[""We created a scholarship for leaders from <REDACTED_TERM> to visit an international institute at <REDACTED_TERM> for which there was no African representation. During the program, we also did a lot of coaching with the young leaders. This book captures a bit of that journey that we are all on, and also all the proceeds are going to fund next year's cohort."", 'Thats great! This is valuable help for the community. I think mental health is one of the bigger challenges facing humanity.']",2
"I think if we were all able to bring out our best selves, the world would be much better. When did you first realize mental health was important?","['That is actually a quote stolen from my TL when i joined my first company after graduation. I guess now after 5 yrs of work experience, I fully agree with it ð\x9f\x99\x82']",1
1. stay happy; I think family and friends play a big role here. 2. Meaningful work life; this may mean exploring around with new stuff 3. multiple hobbies that keep you busy ... so on ð What about you? is there a right answer to this? :),"['1) The idea of what it must be like to be ""on Earth as it is in Heaven"" from the Lord\'s prayer. I feel like we were designed for a purpose, rather than random chance. A more concrete way to put it is simply show love to the greatest capacity we can. 2) Taking care of myself physically, mentally, spiritually. 3) Family 4) Work 5) Music', ""Nice! That's very thoughtful and spiritual ð\x9f\x99\x82 Also music earned a spot ð\x9f\x99\x82 yay!""]",2
"Yea, I've always said that if I wrote a memoire, I would title it: ""Jazz, Jesus, and Video Games."" Do you have a title of a book that you've thought of writing before?","['I am actually not much of a reader. I usually hide it by quoting john nash ~ reading books corrupts original thoughts ð\x9f\x99\x82', 'Thatâ\x80\x99s why you write your own books! Then itâ\x80\x99s all your thoughts on your terms :)', 'Hehe! True! It may turn out to be a best seller :)', 'Hi!', 'Hey!']",5
"Having fun, but have a bit of a headache How about you?","[""I'm good! Just getting ready to watch a basketball game. Hope your headache goes away!""]",1
"Hmm, try taking some <REDACTED_TERM>! I'm going to see the Warriors vs. the Grizzlies. Ever see them play?","[""I haven't Honestly I probably wouldn't be able to identify which sport they played""]",1
"Haha, all the animal names confuse me as well! Who came up with these naming conventions? I'd name my team something more original: The New York Chairs!","[""lol, sounds better to me :) I'm actually at the <REDACTED_TERM> opening remarks""]",1
"Oh cool! What is ""NeurIPS""?",['Neural Information Processing Systems'],1
Oh wow! Sounds fancy! What is that about?,"[""It's the biggest ML conference in the world""]",1
"Oh, ML?","['Yes, machine learning']",1
"Ahh! I saw a scary movie about that once. It was about this sentient AI in a dystopian future - very very creepy. It was called Wall-e, ever heard of it?","[""I've definitely heard of it, but somehow never saw it!"", 'Hi!', 'Hello']",3
how's it going?!?,['Good so far. Very excited about the game later today.'],1
what game?,['Giants game. I got tickets for the game.'],1
nice. that's football right?,"['Yes, I think the traffic will be bad. I need to leave by 4.']",1
Its the one close to mathilda. 15 mins driver from here. You have any plans for the weekend?,"[""yeah I'm gonna go kayaking"", 'Kayaking sounds fun! I tried it in our last team offsite.']",2
is it easy to flip over accidentally? it's gonna be my first time actually,"['I found it very tough to learn, but my friends picked it up very quickly. I am sure you will do good.', 'thanks!', 'Cool! I need to run for a meeting. Talk to you later.', 'Hi!']",4
Did we dance together perchance?,"[""We might have, I don't remember that much of that night.""]",1
I'm a cardiologist in Palo Alto. I have a private practice. You?,"[""Thats pretty cool! I'm a sofa tester in cupertino."", ""I'm not sure I know what that is."", 'well its very simple, I test how comfortable sofas are.']",3
Lol. Not to be elitist but...that's a real job?,"['Yeah! It is a very demanding job, requires a carefully crafted set of skills. They pay is really good too.', 'Hi!', 'Hello. Deja Vu.']",3
what does that mean?,"['It\'s French for ""already seen."" I know it\'s used when you see something for the second time or you have the feeling that something has happened before and you\'re re-experiencing it.']",1
Interesting. I get that feeling sometimes. It just feels that the event is replaying. Wonder why it happens?,"[""I think it's your mind lapsing somehow.""]",1
How do you know so much about this French phrase?,"['I thought it was common. I hear it a lot in popular culture - movies music etc. Jay Z has a song called Deja Vu, so does Beyonce. So I looked it up one time. It\'s one of those phrases that was carried over exactly to english like ""etcetera"" ""vice versa"" ""savior faire"" and so on. I like cool word origin facts.', ""yeah... that's pretty insightful. Never thought of etcetera that way before."", 'My favourite word origins are gymnasium and jazz.']",3
wdym by word origins here?,"[""First usage and original meaning. Gymnasium meant place of nakedness and had very little to do with working out. Jazz comes from jism which means semen and was originally sporadic sex music now it's elitist, high art."", 'Very interesting. I learned a lot in this conversation today ð\x9f\x99\x82']",2
You got any cool facts?,"['My friend used to tell me this and found it funny - Mosquitos have 47 teeths', 'That was quite a laughter!!!', 'Tell me a joke!', 'Google for that:)', 'Hi!']",5
"Hey, how are you?",['Pretty good. I just drank this new hint water. so good'],1
"ohh, what kind of ""hint"" did it have?","['watermelon', 'nice, I love watermelon. But, I prefer normal water over flavored one. Flavored water has too synthetic flavor', 'I see. Yeah some are pretty strange']",3
"Talking about strange flavors, what is the weirdest tasting thing you have tried?","['lol I tried this tangerine walnut icecream that was super weird', 'haha, I work close to a cafe which once prepared a paprika icecream', 'that sounds pretty tasty actually', 'It depends on who makes it. The cafe close to me messed it up really bad', 'do you want to get some of that icecream together some time. show me a good place', 'As far as my experience with that ice-cream type goes, all I know are bad places', 'lol', 'But I do know some gelato places which are amazing! You should try out those', 'Hi!']",9
"I'm actually a cake chef, so not far off! Creepy how good that guess was.... Are you psychic?","['I had a strong intuitive feeling connected to pastries when we started chatting, but that might have been because Iâ\x80\x99m hungry.', ""haha you're too funny! Perhaps instead of mind-reading powers, you have the ability to feel the auras of foods that have come and gone...""]",2
Chocolate cake + vanilla icing is the all time best! And I have the authority to say that! How about you? Have a favorite?,"['Ok this is a bit shameful to admit, but I love a classic carrot cake.']",1
No shame in that! Best part is you can claim you are eating vegetables as you enjoy it! What do you do for work?,['Iâ\x80\x99m a professional dancer.'],1
Woah! Very cool! What style of dance?,"['I trained in contemporary and jazz, so I can pick up work in commercials and film clips in between stage shows. So it ends up being all sorts of styles.', 'Oh wow! Sounds like a very dynamic kind of work which is nice. I make a lot of the same cakes, day in day out.']",2
"Yes, it's different every week, and I love that. Are you ever tempted to try crazy new cakes just to see what would happen?","['Hi!', ""hi there! what's up"", 'just chilling at home', 'Cool !unlike here, me rushing to work']",4
"Mountain View, you?","['I live in Sapporo, Japan. Where is Mountain View', ""it's in sunny California""]",2
it's nice I guess ð lots of great food. Have you been to Sapporo or Hokkaido?,"['I wish! ramen is my favorite dish and Sapporo is a special beer', 'haha yeah. I think they have a Hokkaido ramen chain available in the US.']",2
"oh wow, didn't know that. have you been to the US?",['yeah. I studied English there for a while. Awesome experience'],1
awesome! where have you been?,['I went to New York city'],1
you like it?,"[""it's amazing. the buildings are so tall and there's a lot of diversity of cultures"", 'yea, same here. I love Broadway shows in New York city.', 'Hi!']",3
How was the trip last weekend?,['it was really fun. I had a great time with my family.'],1
Vietnam and Hongkong ð did you go any where last weekend?,['I am actually attending cooking classes over the weekends.'],1
ha! that sounds fund. what did you learn?,"['True! they started with some basic zucchini based dish. We may try cooking some italian dish later this week.', 'I love Italian, especially Pasta!', 'Nice! I hope to volunteer to cook for the team in our next team offsite :)']",3
"Sure, I will love to invite you and your family for a meal over the holidays. Have you guys made any other plans?","['not yet! totally up for it. thanks for inviting!', 'Hi!', 'Hey! How have you been', 'great! just came back from a ski trip']",4
How was it? What trails did you ski on?,"['I slammed onto an ice wall, but I got better and turning after that haha', 'a resort in Montreal']",2
Oh cool! do you know any french? I used to take french in high school but basically forgot most of it,"[""Yeah I grew up speaking it. It's pretty much mandatory here""]",1
Did you go anywhere else in montreal?,"['I visited a few places like the Stade Olympique: <REDACTED_LINK>', ""Oh cool! I've always wanted to attend the Olympics As a viewer of course I watch a lot of Olympic figure skating on Youtube""]",2
yeah it's pretty cool. do you ice skate yourself?,"[""Barely I don't think I can, in conscience, call it that I kind of just pull myself along the sides"", ""haha same. It's pretty scary when I run out of things to hold""]",2
Are you good at <REDACTED_TERM>?,"['not at all, but I want to practice more alright. I gotta go!', 'Okay! It was nice talking to you', 'I liked talking to you too!', 'Hi!', 'yo! what brought you here']",5
"oh wow, Cuban cigar? I've never smoke before","[""This one is actually from Peru, which is more my taste. Smoking isn't very healthy, but it's actually quite relaxing, which in a way is good for your health. haha"", 'you made me wanna try it but I doubt about the health part haha', 'haha ""You only live once"" as they say!', 'yea I wish we can live more']",4
"haha, that is not what I was getting at, but yes that would be nice. Do you believe in reincarnation?",['yea but then you will forget things. I hope Neural Link work out'],1
Do you think Neural Link will allow you to live after death? I thought it was just a brain-computer interface.,['as long as you can dump your brain and resume from there'],1
yea you can first dump your brain and wait until technology advances to wake up ð don't you believe?,"['Hi!', 'Hi! How are you']",2
"Hi, can you recommend some good netflix shows?",['I really enjoyed White Collar on Netflix do you watch a lot of TV shows'],1
Not a lot! But I preparing for a good vacation season ð What is white collar about?,"[""It's a show about a detective and con artist solving crimes together ð\x9f\x99\x82 What shows do you like"", ""Hehe! sounds very interesting ð\x9f\x99\x82 I only see shows belonging to few genre's .. like easy going light comedy, or phychological thrillers ð\x9f\x99\x82 also some manga based series like one punch man! love it!"", ""Oh cool! I've watched some anime before too""]",3
which anime do you follow?,"[""I think the last one I watched was Promised Neverland and Kakegurui but I don't follow any right now""]",1
Have you seen Rick and Morty ?,"[""Yup! I watch that show with my friends I haven't gotten very far in it though What about you"", 'Oh nice! I heard its latest season arrived last month. I have watched all previous seasons. Its a total mind bender ð\x9f\x99\x82', ""I've seen a couple episodes from the latest season. It's really random and weird but also strangely relatable which is why I like it :)"", 'Hi!', 'Hey there!']",5
How's life?,"[""can't complain. work is going well and I had a tasty fish for lunch""]",1
lol which cafe? let me guess. <REDACTED_TERM>?,['haha yeah'],1
What is your favoriate cuisine? My favorite food is Chinese. What about you?,"['I love Hunan', 'Hmm you like spicy food. Nice', 'love it. specially spicy stir fried lamb', 'I would recommend Hunan Impression which has very good Hunan cruisine. Not sure if you have tried it or not', ""I think I haven't yet. Thanks! Have you tried ç\x95\x99æ¹\x98 I think that's how you write it"", 'Yeah of course The fun fact is that the owner of <REDACTED_TERM> used to run <REDACTED_TERM>', 'oh interesting I also like Easterly']",7
same former owner?? ð,"['Hmm!!', 'Hi!']",2
I don't have any special plans. I will just stay at home with my family. How come you have to work on Christmas?,"[""I traveled a lot the last few months so I'm currently making up for it!""]",1
Mozambique! You ever been?,['I have not. I have only been to Uganda in Africa.'],1
What did you do in Uganda? Travelling to Uganda is an extreme sport depending on where you go.,"['I was working on a volunteer project to build a school and I traveled around a bit by myself after. It was more than 10 years ago, so it must have changed a lot.']",1
Was the project through a church group?,"['No, it was using a non-profit organization. They do these kinds of volunteer projects all over the world.']",1
Oh nice. What is it called? I've always meant to volunteer through one but I haven't had it in my radar yet.,"[""It was called IJGD. It's a German organization, but they have local partners all over the world. I was living in Germany at the time.""]",1
You lived in Germany? I almost went to college there and decided to come to America instead.,"['Yes, I grew up in Germany.', 'I grew up in Computers.', 'Hi!']",3
"oh, I'm enjoying a sip of coffee, looking over the ocean. what book are you reading?","[""I'm reading Why We Sleep It's a book by a sleep scientist about the benefits of sleeping/cons of not sleeping enough I'm trying to scare myself into sleeping more haha""]",1
I think so! I haven't finished it yet though Understanding sleep better has been helping me value it more and I've been sleeping a lot earlier Have you read any good books recently?,"['I read lots of papers, but do poorly on books ð\x9f\x98\x9e a recent book that I like is Zero to One by Peter Thiel']",1
What's the book about?,"[""it's about startups, lots of useful principles and philosophies for innovation, like being a contrarian""]",1
Cool! Are you thinking about starting a startup?,"['I might in the future. the philosophy in the book also help for other things as well, e.g., in research, you might also want to be contrarian', 'I see; seems like an interesting read! ð\x9f\x99\x82', 'yup!']",3
I'm doing great how are you??,"[""I'm doing good. Just having some morning tea""]",1
I love hot chocolate. Have you ever had european style hot chocolate? It's kind of like drinking melted chocolate bars haha,"[""I recently tried it for the first time and you're right - it had a wonderful melted chocolate bar taste! I tried it up in a place in San Francisco and they had delicious homemade marshmallows too!""]",1
"I tuck in blankets and read a book lol. I have never done tubing, but I seen some people do it. Is it worth it if you already ski?","[""Skiing involves a lot of muscle - especially in the legs so it is a workout. Tubing, you just sit and enjoy the ride down. Also with tubing, you can chain with your friends and go down together whereas with skiing, you're trying to not run into your friends."", ""hahaha that's a great way to put it"", 'You should definitely try tubing the next time you head towards the mountains during the winter!', ""Yeah. I'll try to get a group together. ttyl!"", 'See ya!', 'Hi!', 'Hey!']",7
yup! gonna have dinner with family what books are you gonna read?,"['Something Deeply Hidden by Sean Carroll <REDACTED_LINK>', 'ahh nice what kind of books do you usually like to read']",2
I haven't what is it about?,"[""the moon is shattered by an asteroid and the pieces of the moon end up clouding the earth's atmostphere which causes almost every living creature on the planet to go extinct that's the premise of the book and the book is about the survivors""]",1
how do the survivors survive such a thing?,"['they go into space and they live there', 'sounds like a tv show I watched']",2
really? which one,"[""can't quite remember. something about survivors going to live in space"", 'ah nice', 'Hi!', 'Hello!']",4
what does a volunteer do?,"['Volunteers have to book the place before the event, send out details of the event to participants, handle some logistics and ensure everything goes smoothly. It will be fun!', 'That sounds fun, I hope I get to participate as well']",2
Great! Do you have any preference for any of these events?,"['I think badminton would be fun to help out with I used to play it with my siblings', 'Cool! I will add you for the event. I think its best to start discussing the format of the event. There are a couple of other volunteers for badminton, i can connect you with them.']",2
"Ah, I forgot to ask, has there been a date picked?","['Its next saturday. Actually Depending on how long we get the place reserved, it may slip to sunday as well.', ""That's coming up soon!"", 'True! The volunteers have already sent out some emails and collected some funds. Now, we mainly need help with the logistics and organizing the event.', 'Phew, yes I can help with that']",4
Perfect! We have a meeting today at 4.30 pm. Is it fine if i add you to it?,"['yes happy to help', 'Hi!', 'Hello there!']",3
WHAT? Why would you do that? Take the least interesting day of the week off and work on the most interesting?,"[""I actually don't have a choice. I'm an acupuncturist and all my clients want to be treated on the weekend!""]",1
Wow. The game is brutal like that. I've always been sceptical of acupuncture. Like...does it even work? Why? How? Where is the literature?,"[""I went to school for it and so I find the literature quite convincing. I've also seen its benefits firsthand in my practice. It revolves around the Chinese notion of Qi.""]",1
"Haha. All good questions! I don't have studies on hand at the moment, but perhaps I can send some to you later! What do you do for work?","[""I'm a comic.""]",1
Oh wow! What's your best joke?,"[""It's not appropriate to say here but I assure you it's VERY funny."", 'Haha fantastic', 'Hi!']",3
It's good! Just went to the park to enjoy the sun. You?,"[""The sun is a bit too bright for more. Maybe I'm on the verge of becoming a vampire.""]",1
"Haha, beach season is coming! You need to look tan! What did you do indoors all day?","[""I mostly work. Sometimes I try looking at at beach photos and pretending that I'm actually going to the beach.""]",1
"hahahaha, that's pretty funny. Ever thought of bringing your work things to the beach??","['All the times. My work involves a few types of fish and a few types of nets. I just put the nets on the fish to see how the fish will react. Every time I do that, I think of going to the beach.']",1
"Hmm I see. It sounds like you work near the water already, no? Are you some kind of fish researcher?","[""Yes that's close. My research focuses on jellyfish and pufferfish. Many of them a poisonous, but if processed correctly, they would make hi-end foods. I try to find the best recipes to bring these fish to the tables.""]",1
Woah! This is very interesting! I have honestly never heard of such kind of work. Is it dangerous at all?,"[""Yes and no. Because it's obviously dangerous, we all have to wear protective clothes. Thus, accidents almost never happen."", 'Hmmm, yes I have heard that. Apparently most mountain climbers fall not on the most dangerous routes, but on the easier routes, when their guard is down! Sounds like the same psychological phenomenon.']",2
I'm pretty amateur! I like to climb at indoor climbing gyms and have never gone outside on dangerous routes actually. Ever tried it yourself?,"['I climb very occasionally. My fingertips are not strong enough so I never make too much progress.', 'Hi!', ""hi, what's up!""]",3
Everything is good. There's so much to be thankful for - especially coming out of Thanksgiving holidays. How are you?,"[""I'm doing well. holiday season is the best thing to have!""]",1
I don't recall. My friend was hosting me and did all the leg work. Do you know any people in the area?,['hmm not the local people but there will be tons of people at the conference ð\x9f\x99\x82'],1
"yea, you?","['I love you!', 'Sorry I am not a physical being!', 'Hi!', 'Hello!']",4
Have you had lunch yet?,"[""Yes I've eaten""]",1
Cool. Where and what did you eat?,"[""I ate about an hour ago and had a sandwich the rain didn't make me want to travel far haha""]",1
thats a lot of meat what dish? Why are you consideringt o go vetegarian?,"[""Cause the environment and humans suck. I'm keeping my bets open for space though in case the environment dies. I mixed up a couple of dishes. It was a buffet style place.""]",1
I love it too. But depending on how it's prepared you can taste the peanut butter. But if prepared well I love it. What kind of food would you have eaten if it wasn't rainy?,"[""I didn't know that it had peanut butter in it"", 'Hi!', 'hi']",3
pretty good. How about you?,"[""I'm looking through some old photos of my home town, so I'm feeling nostalgic.""]",1
I feel you. Memeories always flood when looking at photos. Where is your hometown?,"[""It's called <REDACTED_TERM>, on the north coast of France."", 'Hope you can take some time to visit pretty soon!']",2
"Yes, that would be nice. Do you like travelling?",['Yes I do. But havenâ\x80\x99t been to many places yet'],1
"Where would you most like to go, if you could?","['Fly to the moon :) Haha', 'Wow, cool! I think space tourism is going to be big in a decade or so.', 'Yep! I believe there is a day for that', ""Amazing to think about, isn't it.""]",4
